ZDB-BAC-090114-810|ZDB-BAC-030616-43|RP71-PACKTRZ|
ZDB-GENE-070112-562|ZDB-GENE-040625-127|zgc:158595|
ZDB-GENE-030131-668|ZDB-GENE-040625-131|wu:fb39a05|
ZDB-GENE-030131-213|ZDB-GENE-040625-136|wu:fb17c09|
ZDB-GENE-030131-3704|ZDB-GENE-040625-139|wu:fc50c07|
ZDB-GENE-030131-2983|ZDB-GENE-040625-142|wu:fc23b09|
ZDB-LOCUS-040930-22|ZDB-GENE-040625-147|ribosomal protein L11|
ZDB-GENE-030131-3954|ZDB-GENE-040625-15|wu:fc60f04|
ZDB-GENE-030131-2364|ZDB-GENE-040625-158|wu:fc06a03|
ZDB-GENE-030131-4669|ZDB-GENE-040625-166|wu:fd50c05|
ZDB-LOCUS-040714-2|ZDB-GENE-040625-176|tRNA nucleotidyl transferase, CCA-adding, 1|
ZDB-GENE-030131-3525|ZDB-GENE-040625-179|wu:fc43g12|
ZDB-GENE-050411-5|ZDB-GENE-040625-181|im:6891713|
ZDB-GENE-070424-172|ZDB-GENE-040625-3|si:ch211-262k23.5|
ZDB-GENE-030131-5149|ZDB-GENE-040625-39|mg:cb02e11|
ZDB-GENE-030131-133|ZDB-GENE-040625-48|hm:zehn1044|
ZDB-GENE-030131-4568|ZDB-GENE-040625-52|wu:fd13f08|
ZDB-GENE-070117-2172|ZDB-GENE-040625-53|little ears|
ZDB-GENE-030131-5109|ZDB-GENE-040625-63|wu:fe48a12|
ZDB-GENE-070705-336|ZDB-GENE-040625-66|si:dkey-191h14.1|
ZDB-GENE-030131-6838|ZDB-GENE-040625-79|wu:fa07h09|
ZDB-GENE-030131-1572|ZDB-GENE-040625-88|sb:cb462|
ZDB-GENE-030131-2478|ZDB-GENE-040625-90|wu:fc09c05|
ZDB-GENE-030131-7274|ZDB-GENE-040625-93|wu:fj02g05|
ZDB-GENE-041114-46|ZDB-GENE-040630-4|zgc:103712|
ZDB-GENE-050417-186|ZDB-GENE-040701-1|zgc:111875|
ZDB-GENE-070117-845|ZDB-GENE-040702-5|un-named s213|
ZDB-LOCUS-990215-73|ZDB-GENE-040702-5|breakdance|
ZDB-GENE-030131-9526|ZDB-GENE-040704-16|wu:fj84g10|
ZDB-GENE-031010-52|ZDB-GENE-040704-19|mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme B|
ZDB-GENE-030131-981|ZDB-GENE-040704-22|wu:fb55a05|
ZDB-GENE-030131-7456|ZDB-GENE-040704-25|wu:fj18d05|
ZDB-GENE-030131-8674|ZDB-GENE-040704-31|sb:cb658|
ZDB-GENE-030131-5413|ZDB-GENE-040704-39|wu:fd16d11|
ZDB-LOCUS-050809-8|ZDB-GENE-040704-44|family with sequence similarity 32, member A, like|
ZDB-GENE-030131-7819|ZDB-GENE-040704-6|wu:fj35g02|
ZDB-GENE-030131-3428|ZDB-GENE-040704-65|wu:fc38g10|
ZDB-GENE-050302-5|ZDB-GENE-040704-69|im:5916170|
ZDB-GENE-060512-44|ZDB-GENE-040707-1|zgc:136490|
ZDB-GENE-050506-89|ZDB-GENE-040709-1|im:6904989|
ZDB-GENE-041114-94|ZDB-GENE-040712-1|zgc:103432|
ZDB-GENE-040724-270|ZDB-GENE-040712-6|si:dkeyp-86f6.1|
ZDB-LOCUS-990215-241|ZDB-GENE-040714-1|heart of glass|
ZDB-LOCUS-040714-1|ZDB-GENE-040714-2|polymerase (RNA) II (DNA directed) polypeptide D|
ZDB-GENE-050626-98|ZDB-GENE-040715-4|zgc:113949|
ZDB-GENE-050522-357|ZDB-GENE-040715-7|zgc:110099|
ZDB-LOCUS-040715-4|ZDB-GENE-040715-8|nucleoporin 205|
ZDB-GENE-990415-177|ZDB-GENE-040718-103|nerve growth factor 1b|
ZDB-GENE-030131-4640|ZDB-GENE-040718-116|wu:fd44h12|
ZDB-GENE-030131-814|ZDB-GENE-040718-119|wu:fb49g10|
ZDB-GENE-030131-7793|ZDB-GENE-040718-127|wu:fj34f09|
ZDB-GENE-050522-294|ZDB-GENE-040718-138|zgc:111990|
ZDB-GENE-030131-4927|ZDB-GENE-040718-147|wu:fe11c08|
ZDB-GENE-030131-3834|ZDB-GENE-040718-150|wu:fc55f04|
ZDB-GENE-030131-4032|ZDB-GENE-040718-157|sb:cb3|
ZDB-GENE-050522-407|ZDB-GENE-040718-159|zgc:111833|
ZDB-GENE-030131-7628|ZDB-GENE-040718-165|wu:fk56d05|
ZDB-GENE-990914-6|ZDB-GENE-040718-173|calcitonin|
ZDB-LOCUS-040927-1|ZDB-GENE-040718-181|splicing factor 3b, subunit 5|
ZDB-GENE-030131-7888|ZDB-GENE-040718-186|wu:fj38h03|
ZDB-GENE-030131-5179|ZDB-GENE-040718-199|mg:bb03b10|
ZDB-GENE-060421-998|ZDB-GENE-040718-205|zgc:136469|
ZDB-GENE-030131-6937|ZDB-GENE-040718-219|wu:fa11e09|
ZDB-GENE-050809-139|ZDB-GENE-040718-22|zgc:113902|
ZDB-GENE-050208-32|ZDB-GENE-040718-235|im:7136186|
ZDB-GENE-030829-50|ZDB-GENE-040718-248|sb:cb666|
ZDB-GENE-030131-5249|ZDB-GENE-040718-260|wu:fa20b05|
ZDB-GENE-030131-7096|ZDB-GENE-040718-280|wu:fk81b05|
ZDB-GENE-050208-737|ZDB-GENE-040718-290|si:dkey-110p14.2|
ZDB-GENE-030729-23|ZDB-GENE-040718-297|sb:cb433|
ZDB-GENE-030131-3057|ZDB-GENE-040718-302|wu:fc26a07|
ZDB-GENE-050522-363|ZDB-GENE-040718-309|zgc:110070|
ZDB-GENE-060901-2|ZDB-GENE-040718-310|zgc:152755|
ZDB-GENE-030131-4392|ZDB-GENE-040718-312|wu:fc96h11|
ZDB-GENE-040808-30|ZDB-GENE-040718-315|zgc:101025|
ZDB-GENE-030131-4736|ZDB-GENE-040718-319|wu:fd56h06|
ZDB-GENE-050309-48|ZDB-GENE-040718-324|im:7144156|
ZDB-GENE-030131-5374|ZDB-GENE-040718-339|wu:fd15b06|
ZDB-GENE-030131-397|ZDB-GENE-040718-357|wu:fb26d03|
ZDB-GENE-030131-8523|ZDB-GENE-040718-364|wu:fb14b06|
ZDB-GENE-030131-4595|ZDB-GENE-040718-371|wu:fd36e01|
ZDB-GENE-031116-54|ZDB-GENE-040718-380|sb:cb849|
ZDB-GENE-040426-1234|ZDB-GENE-040718-382|zgc:63678|
ZDB-GENE-030131-7199|ZDB-GENE-040718-386|wu:fk97g03|
ZDB-GENE-030131-9464|ZDB-GENE-040718-388|wu:fj80h04|
ZDB-GENE-030131-3227|ZDB-GENE-040718-395|wu:fc31c02|
ZDB-GENE-030131-7070|ZDB-GENE-040718-398|wu:fk73e11|
ZDB-GENE-030131-6658|ZDB-GENE-040718-4|wu:fa01c03|
ZDB-GENE-030131-3512|ZDB-GENE-040718-405|wu:fc43c05|
ZDB-GENE-030131-7333|ZDB-GENE-040718-410|wu:fa96c08|
ZDB-GENE-071004-110|ZDB-GENE-040718-411|zgc:173863|
ZDB-GENE-030131-4047|ZDB-GENE-040718-426|wu:fc66f10|
ZDB-GENE-030131-2890|ZDB-GENE-040718-435|wu:fc21a03|
ZDB-GENE-070912-356|ZDB-GENE-040718-438|si:dkey-11f4.15|
ZDB-GENE-030131-9477|ZDB-GENE-040718-44|wu:fj81e05|
ZDB-GENE-050306-49|ZDB-GENE-040718-445|zgc:113155|
ZDB-GENE-030131-7980|ZDB-GENE-040718-45|wu:fj44d09|
ZDB-GENE-040927-7|ZDB-GENE-040718-456|zgc:92797|
ZDB-GENE-030131-7953|ZDB-GENE-040718-462|wu:fj43a09|
ZDB-GENE-030131-7230|ZDB-GENE-040718-469|wu:fl12g04|
ZDB-GENE-030131-655|ZDB-GENE-040718-480|wu:fb38g05|
ZDB-GENE-041210-252|ZDB-GENE-040718-486|si:dkeyp-7f8.1-001|
ZDB-GENE-030131-1224|ZDB-GENE-040718-51|wu:fb63c02|
ZDB-GENE-030131-4735|ZDB-GENE-040718-62|wu:fd56g11|
ZDB-GENE-030131-9842|ZDB-GENE-040718-70|sb:cb444|
ZDB-GENE-030131-9679|ZDB-GENE-040718-72|sb:cb141|
ZDB-GENE-030131-9656|ZDB-GENE-040718-78|sb:cb112|
ZDB-GENE-030131-4024|ZDB-GENE-040718-84|wu:fc65g02|
ZDB-GENE-060503-610|ZDB-GENE-040718-92|zgc:92710|
ZDB-GENE-050417-452|ZDB-GENE-040720-3|zgc:110615|
ZDB-LOCUS-040721-5|ZDB-GENE-040721-1|GINS complex subunit 3|
ZDB-LOCUS-040721-6|ZDB-GENE-040721-2|parvin, alpha|
ZDB-GENE-060331-98|ZDB-GENE-040721-3|zgc:136659|
ZDB-LOCUS-040722-4|ZDB-GENE-040722-2|hypothetical protein MGC35261-like (H. sapiens)|
ZDB-LOCUS-040723-2|ZDB-GENE-040723-1|guanine nucleotide binding protein-like 3 (nucleolar)-like|
ZDB-GENE-040808-58|ZDB-GENE-040723-3|zgc:92003|
ZDB-LOCUS-001127-1|ZDB-GENE-040724-10|earl grey|
ZDB-GENE-070112-912|ZDB-GENE-040724-103|zgc:158792|
ZDB-GENE-061207-2|ZDB-GENE-040724-116|si:ch211-103o12.3|
ZDB-GENE-060825-111|ZDB-GENE-040724-12|zgc:153066|
ZDB-GENE-050522-315|ZDB-GENE-040724-139|zgc:110305|
ZDB-GENE-040718-73|ZDB-GENE-040724-142|zgc:92065|
ZDB-GENE-050420-288|ZDB-GENE-040724-16|si:dkey-29m11.7|
ZDB-GENE-070424-61|ZDB-GENE-040724-164|zgc:162236|
ZDB-GENE-050420-15|ZDB-GENE-040724-18|si:dkey-29m11.6|
ZDB-GENE-040724-167|ZDB-GENE-040724-20|si:busm1-189a20.7|
ZDB-GENE-040724-268|ZDB-GENE-040724-213|si:busm1-189a20.2|
ZDB-GENE-040912-50|ZDB-GENE-040724-235|zgc:101773|
ZDB-GENE-041010-1|ZDB-GENE-040724-243|zgc:92561|
ZDB-GENE-050411-126|ZDB-GENE-040724-249|im:7156745|
ZDB-GENE-040426-1190|ZDB-GENE-040724-263|zgc:63613|
ZDB-GENE-060512-96|ZDB-GENE-040724-267|zgc:136608|
ZDB-GENE-040912-12|ZDB-GENE-040724-50|zgc:92103|
ZDB-GENE-040801-263|ZDB-GENE-040724-77|zgc:100805|
ZDB-GENE-070410-79|ZDB-GENE-040724-84|zgc:162401|
ZDB-GENE-990415-210|ZDB-GENE-040727-1|POU domain gene 3|
ZDB-GENE-050417-5|ZDB-GENE-040727-3|zgc:110571|
ZDB-LOCUS-040727-4|ZDB-GENE-040727-4|mediator of RNA polymerase II transcription, subunit 19 homolog (yeast)|
ZDB-LOCUS-040728-5|ZDB-GENE-040728-3|programmed cell death 7|
ZDB-GENE-030131-4818|ZDB-GENE-040801-1|wu:fd99d01|
ZDB-LOCUS-990215-35|ZDB-GENE-040801-106|bandoneon|
ZDB-GENE-030131-4863|ZDB-GENE-040801-111|wu:fe02c04|
ZDB-GENE-030131-3811|ZDB-GENE-040801-121|wu:fc54g06|
ZDB-GENE-030131-3452|ZDB-GENE-040801-127|wu:fc39f12|
ZDB-GENE-030131-5635|ZDB-GENE-040801-130|wu:fi09d09|
ZDB-GENE-030131-5212|ZDB-GENE-040801-134|wu:fa18c12|
ZDB-GENE-030131-8524|ZDB-GENE-040801-138|wu:fb14b11|
ZDB-GENE-031116-35|ZDB-GENE-040801-140|sb:cb936|
ZDB-GENE-030131-2335|ZDB-GENE-040801-148|wu:fc05a01|
ZDB-GENE-030131-5814|ZDB-GENE-040801-148|wu:fi19g05|
ZDB-GENE-041001-41|ZDB-GENE-040801-164|si:xx-by187g17.6|
ZDB-GENE-030131-5260|ZDB-GENE-040801-17|wu:fa20e08|
ZDB-GENE-030131-5|ZDB-GENE-040801-170|hm:zeh0031|
ZDB-GENE-030131-4300|ZDB-GENE-040801-178|wu:fc89a04|
ZDB-GENE-030131-9024|ZDB-GENE-040801-181|wu:fa97a07|
ZDB-GENE-030219-178|ZDB-GENE-040801-194|id:ibd3446|
ZDB-GENE-030131-4585|ZDB-GENE-040801-210|wu:fd36a03|
ZDB-GENE-030131-3358|ZDB-GENE-040801-215|wu:fc35g03|
ZDB-GENE-030131-3329|ZDB-GENE-040801-220|wu:fc34e01|
ZDB-GENE-030131-6780|ZDB-GENE-040801-225|wu:fa04h11|
ZDB-GENE-030131-4776|ZDB-GENE-040801-228|wu:fd59h02|
ZDB-LOCUS-041008-3|ZDB-GENE-040801-236|suppressor of defective silencing 3 homolog (SDS3, S. cerevisiae)|
ZDB-GENE-030131-1595|ZDB-GENE-040801-240|wu:fb75f03|
ZDB-GENE-080219-3|ZDB-GENE-040801-249|zgc:172319|
ZDB-GENE-030131-2608|ZDB-GENE-040801-258|wu:fc13b09|
ZDB-GENE-030131-1294|ZDB-GENE-040801-261|wu:fb66a11|
ZDB-GENE-030131-9649|ZDB-GENE-040801-265|sb:cb102|
ZDB-GENE-030131-9815|ZDB-GENE-040801-266|sb:cb389|
ZDB-GENE-050302-43|ZDB-GENE-040801-33|wu:fc74e04|
ZDB-GENE-030131-9733|ZDB-GENE-040801-39|sb:cb238|
ZDB-GENE-040718-200|ZDB-GENE-040801-44|zgc:92844|
ZDB-GENE-050809-14|ZDB-GENE-040801-48|im:6908424|
ZDB-GENE-031118-109|ZDB-GENE-040801-55|wu:ft69e01|
ZDB-GENE-030131-6706|ZDB-GENE-040801-64|wu:fa03b09|
ZDB-GENE-030131-4387|ZDB-GENE-040801-75|wu:fc96g04|
ZDB-GENE-030131-1271|ZDB-GENE-040801-8|wu:fb64g06|
ZDB-GENE-030131-7200|ZDB-GENE-040801-83|wu:fk97g10|
ZDB-GENE-060810-46|ZDB-GENE-040801-91|im:7152658|
ZDB-GENE-030328-28|ZDB-GENE-040801-98|sb:cb69|
ZDB-GENE-030131-703|ZDB-GENE-040808-11|wu:fb40b02|
ZDB-GENE-030131-1222|ZDB-GENE-040808-18|wu:fb63b05|
ZDB-GENE-030131-2079|ZDB-GENE-040808-29|wu:fb96b01|
ZDB-GENE-030131-8045|ZDB-GENE-040808-42|wu:fj48d05|
ZDB-GENE-030131-3597|ZDB-GENE-040808-57|wu:fc46b12|
ZDB-GENE-030131-2640|ZDB-GENE-040808-67|wu:fc14b12|
ZDB-GENE-030131-9583|ZDB-GENE-040808-67|wu:fj89d12|
ZDB-GENE-030131-2244|ZDB-GENE-040808-73|wu:fc01f01|
ZDB-GENE-050522-83|ZDB-GENE-040809-2|zgc:109907|
ZDB-GENE-030131-9450|ZDB-GENE-040812-2|wu:fj80b02|
ZDB-GENE-081104-349|ZDB-GENE-040817-1|si:dkey-193l8.2|
ZDB-GENE-040914-51|ZDB-GENE-040822-13|im:6912200|
ZDB-GENE-030131-9130|ZDB-GENE-040822-16|wu:fb01c02|
ZDB-LOCUS-020514-2|ZDB-GENE-040822-18|gog|
ZDB-GENE-030131-2053|ZDB-GENE-040822-22|wu:fb95e09|
ZDB-GENE-030131-9328|ZDB-GENE-040822-41|wu:fj65e10|
ZDB-GENE-030131-8431|ZDB-GENE-040822-9|wu:fb11g07|
ZDB-GENE-030131-5943|ZDB-GENE-040824-1|zgc:123040|
ZDB-GENE-040426-2182|ZDB-GENE-040824-3|zgc:64030|
ZDB-GENE-030131-9593|ZDB-GENE-040825-1|wu:fj91a07|
ZDB-GENE-030131-2863|ZDB-GENE-040825-2|wu:fc20b04|
ZDB-GENE-050417-40|ZDB-GENE-040825-3|zgc:110078|
ZDB-LOCUS-040826-8|ZDB-GENE-040826-5|solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1|
ZDB-LOCUS-030213-245|ZDB-GENE-040827-2|zator|
ZDB-LOCUS-040827-4|ZDB-GENE-040827-3|splicing factor 3b, subunit 1|
ZDB-LOCUS-990215-112|ZDB-GENE-040827-4|curly up|
ZDB-LOCUS-040830-3|ZDB-GENE-040830-1|polymerase (DNA directed), beta|
ZDB-GENE-070117-873|ZDB-GENE-040831-1|un-named s277|
ZDB-LOCUS-040831-2|ZDB-GENE-040831-2|epithelial cell transforming sequence 2 oncogene|
ZDB-LOCUS-040831-6|ZDB-GENE-040831-4|GLE1 RNA export mediator-like|
ZDB-GENE-040718-164|ZDB-GENE-040901-3|zgc:92900|
ZDB-GENE-030131-1751|ZDB-GENE-040905-4|wu:fb79d07|
ZDB-LOCUS-040907-3|ZDB-GENE-040907-1|replication factor C (activator 1) 5|
ZDB-LOCUS-040930-7|ZDB-GENE-040909-1|Williams Beuren syndrome chromosome region 21|
ZDB-GENE-050417-75|ZDB-GENE-040910-4|zgc:110276|
ZDB-GENE-040718-316|ZDB-GENE-040912-101|zgc:92738|
ZDB-GENE-070424-263|ZDB-GENE-040912-110|si:dkey-81p7.4|
ZDB-GENE-040914-12|ZDB-GENE-040912-122|im:6909096|
ZDB-GENE-040618-1|ZDB-GENE-040912-139|cytochrome P450, family 2, subfamily V, polypeptide 1|
ZDB-GENE-030131-7549|ZDB-GENE-040912-141|wu:fj29b05|
ZDB-GENE-030131-6483|ZDB-GENE-040912-148|wu:fj99g11|
ZDB-GENE-030131-4880|ZDB-GENE-040912-150|wu:fe06e10|
ZDB-GENE-030131-3247|ZDB-GENE-040912-156|wu:fc31f11|
ZDB-GENE-030131-4388|ZDB-GENE-040912-160|wu:fc96g08|
ZDB-GENE-030131-3438|ZDB-GENE-040912-162|wu:fc39c02|
ZDB-GENE-070117-734|ZDB-GENE-040912-168|xavier|
ZDB-GENE-030131-206|ZDB-GENE-040912-175|wu:fb36b01|
ZDB-GENE-060808-28|ZDB-GENE-040912-175|wu:gcd26e12|
ZDB-GENE-030131-3952|ZDB-GENE-040912-20|wu:fc60e09|
ZDB-LOCUS-020426-50|ZDB-GENE-040912-23|TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor|
ZDB-GENE-030131-8126|ZDB-GENE-040912-37|wu:fj54c06|
ZDB-GENE-030131-4807|ZDB-GENE-040912-52|wu:fd61c06|
ZDB-GENE-050913-102|ZDB-GENE-040912-58|zgc:113858|
ZDB-GENE-031116-45|ZDB-GENE-040912-63|sb:cb992|
ZDB-GENE-030131-4367|ZDB-GENE-040912-72|wu:fc95b03|
ZDB-GENE-030131-1353|ZDB-GENE-040912-82|wu:fb68e05|
ZDB-GENE-070424-234|ZDB-GENE-040912-92|si:dkey-277e10.1|
ZDB-GENE-030131-5058|ZDB-GENE-040914-26|wu:fe36f06|
ZDB-GENE-030131-4251|ZDB-GENE-040914-58|wu:fc84g03|
ZDB-GENE-030131-5013|ZDB-GENE-040914-76|wu:fe24e11|
ZDB-LOCUS-040914-2|ZDB-GENE-040914-87|tripartite motif-containing 25-like|
ZDB-GENE-061215-86|ZDB-GENE-040915-1|zgc:152902|
ZDB-GENE-030131-2297|ZDB-GENE-040917-2|zgc:64203|
ZDB-GENE-030131-11|ZDB-GENE-040923-2|hm:zeh0082|
ZDB-LOCUS-040924-3|ZDB-GENE-040924-2|hypothetical protein FLJ11749-like (H. sapiens)|
ZDB-GENE-050522-233|ZDB-GENE-040924-5|zgc:112140|
ZDB-LOCUS-040924-6|ZDB-GENE-040924-7|hypothetical protein FLJ20195-like (H. sapiens)|
ZDB-GENE-030131-24|ZDB-GENE-040927-17|hm:zeh0248|
ZDB-GENE-030131-619|ZDB-GENE-040927-20|wu:fb38a08|
ZDB-LOCUS-040927-6|ZDB-GENE-040927-28|DEAD (Asp-Glu-Ala-Asp) box polypeptide 51|
ZDB-GENE-030131-2790|ZDB-GENE-040927-6|wu:fc17h07|
ZDB-GENE-050522-62|ZDB-GENE-040930-11|zgc:109921|
ZDB-LOCUS-040930-6|ZDB-GENE-040930-4|polymerase (RNA) I polypeptide D|
ZDB-LOCUS-040930-8|ZDB-GENE-040930-6|un-named hi3505|
ZDB-LOCUS-040930-20|ZDB-GENE-040930-8|chromosome 21 open reading frame 59-like|
ZDB-GENE-030616-371|ZDB-GENE-041001-10|si:busm1-150l22.4|
ZDB-GENE-030616-164|ZDB-GENE-041001-11|si:busm1-150l22.3|
ZDB-GENE-041001-113|ZDB-GENE-041001-112|si:ch211-254j6.1|
ZDB-GENE-060929-1214|ZDB-GENE-041001-119|zgc:153162|
ZDB-GENE-041008-39|ZDB-GENE-041001-128|im:6911906|
ZDB-GENE-050522-4|ZDB-GENE-041001-13|zgc:109830|
ZDB-GENE-050522-50|ZDB-GENE-041001-135|zgc:110612|
ZDB-GENE-041114-47|ZDB-GENE-041001-158|zgc:103711|
ZDB-GENE-030131-2454|ZDB-GENE-041001-171|wu:fc08c09|
ZDB-GENE-060929-588|ZDB-GENE-041001-194|zgc:153238|
ZDB-GENE-031118-98|ZDB-GENE-041001-40|wu:fr42a11|
ZDB-GENE-050220-3|ZDB-GENE-041001-46|zgc:113112|
ZDB-GENE-030616-279|ZDB-GENE-041001-81|si:busm1-186f8.9|
ZDB-GENE-041001-75|ZDB-GENE-041001-81|nitr2.14|
ZDB-GENE-030616-269|ZDB-GENE-041001-84|si:busm1-186f8.10|
ZDB-GENE-041001-68|ZDB-GENE-041001-84|nitr1.37|
ZDB-GENE-050522-254|ZDB-GENE-041006-1|zgc:111799|
ZDB-LOCUS-041007-2|ZDB-GENE-041007-3|TWIST neighbor|
ZDB-GENE-050522-164|ZDB-GENE-041008-1|zgc:109952|
ZDB-GENE-050227-3|ZDB-GENE-041008-125|zgc:112943|
ZDB-GENE-060312-10|ZDB-GENE-041008-138|zgc:136961|
ZDB-GENE-050417-468|ZDB-GENE-041008-161|zgc:110581|
ZDB-GENE-030131-9701|ZDB-GENE-041008-196|sb:cb180|
ZDB-GENE-050706-176|ZDB-GENE-041008-2|zgc:110402|
ZDB-GENE-060929-656|ZDB-GENE-041008-233|zgc:153437|
ZDB-GENE-030131-5632|ZDB-GENE-041008-25|wu:fi09c12|
ZDB-GENE-030131-6684|ZDB-GENE-041010-105|wu:fa02e12|
ZDB-GENE-030131-3244|ZDB-GENE-041010-114|wu:fc31f04|
ZDB-GENE-050522-138|ZDB-GENE-041010-114|zgc:109741|
ZDB-GENE-030131-696|ZDB-GENE-041010-132|wu:fb39h11|
ZDB-GENE-030131-9480|ZDB-GENE-041010-139|wu:fj81f10|
ZDB-GENE-030131-7305|ZDB-GENE-041010-161|si:dkey-177p2.2|
ZDB-GENE-031118-22|ZDB-GENE-041010-178|wu:fd52d09|
ZDB-GENE-030131-2030|ZDB-GENE-041010-186|wu:fb94h05|
ZDB-GENE-030925-40|ZDB-GENE-041010-208|sb:cb814|
ZDB-GENE-041008-111|ZDB-GENE-041010-21|im:7137598|
ZDB-GENE-030131-6746|ZDB-GENE-041010-214|wu:fa04b06|
ZDB-GENE-030131-677|ZDB-GENE-041010-218|wu:fb39c12|
ZDB-GENE-050626-139|ZDB-GENE-041010-219|zgc:114033|
ZDB-GENE-030131-6314|ZDB-GENE-041010-220|wu:fi45b08|
ZDB-GENE-031118-59|ZDB-GENE-041010-225|wu:fl63a03|
ZDB-GENE-030131-7323|ZDB-GENE-041010-33|wu:fj08b08|
ZDB-GENE-060503-537|ZDB-GENE-041010-4|zgc:103728|
ZDB-GENE-030131-1352|ZDB-GENE-041010-47|wu:fb68e04|
ZDB-GENE-030131-1266|ZDB-GENE-041010-56|wu:fb64g01|
ZDB-GENE-010319-44|ZDB-GENE-041010-67|id:ibd2059|
ZDB-GENE-030131-697|ZDB-GENE-041010-77|wu:fb40a01|
ZDB-GENE-030131-85|ZDB-GENE-041010-8|hm:zeh1186|
ZDB-GENE-030131-8235|ZDB-GENE-041010-88|wu:fj61g07|
ZDB-GENE-030131-5314|ZDB-GENE-041010-93|wu:fa28d11|
ZDB-GENE-030131-3669|ZDB-GENE-041010-98|wu:fc49b08|
ZDB-GENE-050522-126|ZDB-GENE-041011-1|zgc:109997|
ZDB-GENE-050208-483|ZDB-GENE-041011-3|zgc:110448|
ZDB-GENE-061215-99|ZDB-GENE-041014-11|zgc:158121|
ZDB-GENE-070209-247|ZDB-GENE-041014-143|zgc:158520|
ZDB-GENE-030131-7420|ZDB-GENE-041014-165|wu:fj16d01|
ZDB-GENE-060929-692|ZDB-GENE-041014-171|zgc:153366|
ZDB-GENE-030131-7973|ZDB-GENE-041014-190|wu:fj43h12|
ZDB-GENE-041014-201|ZDB-GENE-041014-208|si:ch211-256l9.1|
ZDB-GENE-041014-288|ZDB-GENE-041014-208|si:ch211-215m21.11|
ZDB-GENE-061013-413|ZDB-GENE-041014-254|zgc:153127|
ZDB-GENE-061027-123|ZDB-GENE-041014-259|zgc:153536|
ZDB-GENE-041014-280|ZDB-GENE-041014-290|dkeyp-70e6.4|
ZDB-GENE-060503-697|ZDB-GENE-041014-309|si:ch211-260o22.2|
ZDB-GENE-030131-5678|ZDB-GENE-041014-328|si:ch211-260g14.1|
ZDB-GENE-070117-1990|ZDB-GENE-041014-357|un-named st49/st63|
ZDB-GENE-060623-33|ZDB-GENE-041014-370|zgc:136636|
ZDB-GENE-060616-80|ZDB-GENE-041014-73|zgc:136596|
ZDB-GENE-050417-169|ZDB-GENE-041015-747|zgc:112464|
ZDB-GENE-030131-10050|ZDB-GENE-041024-1|ik:tdsubc_1f11|
ZDB-GENE-031118-12|ZDB-GENE-041024-15|wu:fd14c02|
ZDB-GENE-050522-78|ZDB-GENE-041024-4|zgc:109909|
ZDB-GENE-040723-5|ZDB-GENE-041024-9|tol2 transposon-derived gene trap locus 20|
ZDB-GENE-051113-308|ZDB-GENE-041027-1|zgc:123171|
ZDB-GENE-070112-1432|ZDB-GENE-041104-1|zgc:158247|
ZDB-GENE-030131-9217|ZDB-GENE-041105-7|wu:fk08c11|
ZDB-GENE-070112-1342|ZDB-GENE-041108-2|zgc:158646|
ZDB-GENE-060503-419|ZDB-GENE-041111-187|im:7143343|
ZDB-GENE-050417-390|ZDB-GENE-041111-211|zgc:109708|
ZDB-GENE-050302-37|ZDB-GENE-041111-216|wu:fc33b04|
ZDB-GENE-060503-284|ZDB-GENE-041111-218|im:7144559|
ZDB-GENE-030131-4250|ZDB-GENE-041111-226|wu:fc84f09|
ZDB-GENE-050208-302|ZDB-GENE-041111-243|im:7147820|
ZDB-GENE-060421-5816|ZDB-GENE-041111-259|eyes absent homolog 2|
ZDB-GENE-060818-6|ZDB-GENE-041111-267|zgc:152766|
ZDB-GENE-060503-683|ZDB-GENE-041111-310|im:7152497|
ZDB-GENE-030131-3640|ZDB-GENE-041114-1|wu:fc48a06|
ZDB-GENE-030131-1845|ZDB-GENE-041114-11|wu:fb82e09|
ZDB-GENE-041008-146|ZDB-GENE-041114-113|im:7138214|
ZDB-GENE-030131-1184|ZDB-GENE-041114-126|wu:fb62b04|
ZDB-GENE-050420-83|ZDB-GENE-041114-137|si:ch211-14a11.3|
ZDB-GENE-030131-1769|ZDB-GENE-041114-146|wu:fb80a11|
ZDB-GENE-050309-276|ZDB-GENE-041114-154|im:7154356|
ZDB-GENE-040914-77|ZDB-GENE-041114-161|im:7136651|
ZDB-GENE-030131-3614|ZDB-GENE-041114-175|wu:fc47a05|
ZDB-GENE-030131-6341|ZDB-GENE-041114-177|wu:fi48e07|
ZDB-GENE-030131-2821|ZDB-GENE-041114-185|wu:fc18g04|
ZDB-GENE-041008-206|ZDB-GENE-041114-190|im:7140733|
ZDB-GENE-030131-1664|ZDB-GENE-041114-199|wu:fb77d11|
ZDB-GENE-030131-3775|ZDB-GENE-041114-204|wu:fc52g02|
ZDB-GENE-030131-5401|ZDB-GENE-041114-207|wu:fd16a12|
ZDB-GENE-030131-3947|ZDB-GENE-041114-23|wu:fc60b12|
ZDB-GENE-030131-9445|ZDB-GENE-041114-4|wu:fj78h03|
ZDB-GENE-030131-5744|ZDB-GENE-041114-53|wu:fi15h09|
